@relation 'train_data-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L2-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L2-weka.filters.unsupervised.attribute.MathExpression-Eabs(A11)-R1-10,12-22-weka.filters.unsupervised.attribute.MathExpression-EA11/365-R1-10,12-22-weka.filters.unsupervised.attribute.MathExpression-Eabs(A12)-R1-11,13-22-weka.filters.unsupervised.attribute.MathExpression-EA12/365-R1-11,13-22-weka.filters.unsupervised.attribute.AddExpression-Ea11+a12-NStability-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-RIncome-N\'(-inf-0.333333]\':Low,\'(0.333333-0.666667]\':Middle,\'(0.666667-inf)\':High-weka.filters.unsupervised.attribute.RenameNominalValues-RAge-N\'(-inf-0.333333]\':Young,\'(0.333333-0.666667]\':Adult,\'(0.666667-inf)\':Old-weka.filters.unsupervised.attribute.RenameNominalValues-R12-N\'(-inf-0.333333]\':Fresh,\'(0.333333-0.666667]\':Junior,\'(0.666667-inf)\':Senior-weka.filters.unsupervised.attribute.Remove-R1-6,8,10-11,13-16,18,20-23-weka.filters.unsupervised.attribute.RenameNominalValues-RAccount age-N\'(-inf-0.333333]\':\'new\', \'(0.333333-0.666667]\':\'moderate\', \'(0.666667-inf)\':\'old\''

@attribute 'Employment status' {Working,'Commercial associate',Pensioner,'State servant',Student}
@attribute 'Marital status' {Married,'Single / not married',Separated,'Civil marriage',Widow}
@attribute 'Employment length' {Fresh,Junior,Senior}
@attribute 'Job title' {'Core staff',Accountants,Laborers,Managers,'Sales staff','Medicine staff','High skill tech staff','HR staff','Low-skill Laborers',Drivers,Secretaries,'Cleaning staff','Cooking staff','Security staff','Private service staff','IT staff','Waiters/barmen staff','Realty agents'}
@attribute 'Account age' {'\'new\'','\'moderate\'','\'old\''}

@data
Student,'Civil marriage',Fresh,Laborers,'\'old\''
'Commercial associate',Married,Fresh,'Sales staff','\'old\''
'Commercial associate',Married,Fresh,Drivers,'\'new\''
'Commercial associate',Married,Fresh,Drivers,'\'old\''
'Commercial associate',Married,Fresh,'Sales staff','\'old\''
Working,Married,Fresh,Drivers,'\'old\''
Working,Married,Fresh,Accountants,'\'old\''
Working,'Single / not married',Senior,'Private service staff','\'old\''
Working,Married,Fresh,Managers,'\'new\''
'State servant',Widow,Junior,'High skill tech staff','\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,Managers,'\'moderate\''
'Commercial associate',Married,Fresh,'Sales staff','\'new\''
Working,Married,Fresh,Drivers,'\'new\''
'Commercial associate',Married,Fresh,Laborers,'\'old\''
'Commercial associate',Married,Fresh,Laborers,'\'old\''
'Commercial associate','Single / not married',Fresh,'Core staff','\'old\''
Working,Married,Fresh,Managers,'\'old\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Married,Fresh,Laborers,'\'new\''
'Commercial associate',Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,Laborers,'\'new\''
Working,Married,Fresh,'Medicine staff','\'old\''
'Commercial associate',Married,Fresh,'Sales staff','\'old\''
'Commercial associate',Married,Fresh,Drivers,'\'old\''
Working,Married,Fresh,'Medicine staff','\'moderate\''
'Commercial associate',Married,Fresh,'Core staff','\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Separated,Junior,Managers,'\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
'Commercial associate','Single / not married',Fresh,Laborers,'\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,'Sales staff','\'moderate\''
Working,'Single / not married',Fresh,'Sales staff','\'old\''
Working,Separated,Junior,'Security staff','\'old\''
Working,Married,Fresh,Drivers,'\'old\''
'Commercial associate',Married,Fresh,Laborers,'\'new\''
Working,Married,Fresh,Laborers,'\'old\''
'State servant',Married,Senior,'Core staff','\'old\''
Working,Married,Fresh,Drivers,'\'new\''
'Commercial associate',Married,Fresh,Laborers,'\'old\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Separated,Fresh,'Security staff','\'new\''
Working,Married,Senior,Laborers,'\'moderate\''
Working,Married,Fresh,'Sales staff','\'old\''
'Commercial associate',Married,Fresh,'Sales staff','\'old\''
Working,Married,Fresh,Drivers,'\'new\''
Working,Married,Fresh,Managers,'\'moderate\''
'Commercial associate','Single / not married',Junior,Laborers,'\'moderate\''
Working,Married,Fresh,Managers,'\'moderate\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Married,Junior,Laborers,'\'new\''
'Commercial associate',Married,Fresh,'Cooking staff','\'old\''
'Commercial associate',Widow,Junior,Accountants,'\'old\''
'Commercial associate',Married,Fresh,Drivers,'\'old\''
'State servant',Separated,Fresh,'Core staff','\'new\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
'State servant',Married,Junior,'Core staff','\'moderate\''
'State servant','Single / not married',Senior,'High skill tech staff','\'moderate\''
Working,Married,Fresh,Laborers,'\'new\''
Working,Married,Fresh,Laborers,'\'moderate\''
'State servant',Married,Fresh,Laborers,'\'old\''
Working,Married,Junior,'Cooking staff','\'new\''
'Commercial associate',Married,Fresh,'High skill tech staff','\'new\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Married,Senior,'High skill tech staff','\'moderate\''
Working,Married,Fresh,Laborers,'\'old\''
'Commercial associate',Married,Fresh,'Sales staff','\'moderate\''
'Commercial associate','Civil marriage',Junior,Laborers,'\'moderate\''
'State servant',Married,Fresh,Laborers,'\'old\''
'Commercial associate','Civil marriage',Junior,Laborers,'\'new\''
'State servant',Married,Fresh,'High skill tech staff','\'old\''
Working,Married,Junior,Accountants,'\'old\''
'Commercial associate','Single / not married',Fresh,'Sales staff','\'moderate\''
'Commercial associate',Married,Fresh,'Core staff','\'old\''
'State servant','Single / not married',Fresh,Laborers,'\'old\''
'Commercial associate','Single / not married',Fresh,Laborers,'\'old\''
Working,Married,Fresh,'High skill tech staff','\'old\''
'Commercial associate','Single / not married',Fresh,Laborers,'\'old\''
Working,'Single / not married',Fresh,Laborers,'\'moderate\''
'Commercial associate','Single / not married',Fresh,Laborers,'\'moderate\''
'State servant',Married,Senior,Laborers,'\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,Laborers,'\'old\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
Working,Separated,Fresh,Laborers,'\'moderate\''
Working,Married,Junior,Managers,'\'old\''
'State servant',Married,Senior,Managers,'\'new\''
Working,Separated,Fresh,Managers,'\'moderate\''
'Commercial associate',Separated,Fresh,Laborers,'\'new\''
Working,'Civil marriage',Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,Laborers,'\'old\''
'State servant','Civil marriage',Fresh,'High skill tech staff','\'new\''
Working,Married,Fresh,Laborers,'\'new\''
'Commercial associate',Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,'Security staff','\'old\''
'State servant',Married,Fresh,'Core staff','\'moderate\''
Working,Married,Fresh,'Core staff','\'old\''
'Commercial associate','Single / not married',Fresh,'Core staff','\'new\''
'Commercial associate',Married,Fresh,Drivers,'\'old\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
'State servant',Married,Junior,'Core staff','\'new\''
Working,'Civil marriage',Fresh,'Core staff','\'new\''
Working,Separated,Junior,Laborers,'\'new\''
Working,Married,Fresh,Laborers,'\'moderate\''
'Commercial associate',Married,Fresh,Laborers,'\'moderate\''
Working,'Civil marriage',Fresh,Laborers,'\'old\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
Working,'Civil marriage',Fresh,Laborers,'\'old\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
'State servant',Married,Fresh,'Cooking staff','\'moderate\''
Working,Married,Fresh,Laborers,'\'old\''
'State servant','Single / not married',Junior,'Cooking staff','\'moderate\''
'Commercial associate',Married,Fresh,'Sales staff','\'old\''
'State servant',Married,Fresh,'Medicine staff','\'new\''
'Commercial associate',Married,Fresh,Drivers,'\'new\''
'Commercial associate',Married,Junior,Laborers,'\'old\''
'Commercial associate',Married,Fresh,'Sales staff','\'moderate\''
Working,Married,Fresh,'Sales staff','\'moderate\''
'Commercial associate',Married,Fresh,Managers,'\'moderate\''
Working,Married,Fresh,Drivers,'\'old\''
Working,Married,Fresh,Managers,'\'old\''
Working,Married,Fresh,Accountants,'\'old\''
Working,Married,Fresh,Laborers,'\'old\''
'Commercial associate',Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,Laborers,'\'new\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
Working,Married,Fresh,Laborers,'\'old\''
Working,'Single / not married',Senior,Laborers,'\'new\''
Working,Married,Fresh,Laborers,'\'moderate\''
'Commercial associate',Married,Fresh,Laborers,'\'new\''
'Commercial associate',Married,Senior,Managers,'\'moderate\''
'Commercial associate',Married,Fresh,Managers,'\'old\''
'Commercial associate',Married,Fresh,Managers,'\'old\''
Working,Married,Fresh,'Security staff','\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
'State servant',Married,Senior,Managers,'\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,'Core staff','\'new\''
'Commercial associate','Single / not married',Fresh,Laborers,'\'old\''
Working,'Single / not married',Fresh,'Sales staff','\'old\''
'Commercial associate',Married,Fresh,'Core staff','\'moderate\''
Working,Married,Fresh,Managers,'\'old\''
'Commercial associate',Married,Fresh,Laborers,'\'old\''
'State servant',Married,Fresh,Laborers,'\'old\''
'Commercial associate',Married,Fresh,'Core staff','\'new\''
Working,Married,Fresh,'Core staff','\'old\''
Working,Married,Fresh,Managers,'\'moderate\''
'Commercial associate',Married,Fresh,'Sales staff','\'moderate\''
'State servant',Married,Fresh,'Medicine staff','\'old\''
'State servant',Married,Fresh,Laborers,'\'old\''
'Commercial associate',Married,Fresh,'Security staff','\'new\''
Working,Married,Fresh,Drivers,'\'old\''
'Commercial associate','Civil marriage',Fresh,'Sales staff','\'old\''
'Commercial associate',Married,Fresh,Managers,'\'new\''
'Commercial associate',Married,Fresh,Drivers,'\'moderate\''
'State servant','Civil marriage',Junior,Laborers,'\'moderate\''
'Commercial associate','Civil marriage',Fresh,Laborers,'\'new\''
'Commercial associate',Married,Fresh,Managers,'\'new\''
Working,Married,Fresh,'Core staff','\'new\''
Working,Married,Fresh,Managers,'\'moderate\''
Working,Married,Fresh,Laborers,'\'moderate\''
'Commercial associate',Married,Fresh,Drivers,'\'moderate\''
Working,'Single / not married',Fresh,Laborers,'\'new\''
Working,Married,Fresh,Drivers,'\'old\''
'Commercial associate','Civil marriage',Fresh,'Sales staff','\'moderate\''
Working,Married,Fresh,Accountants,'\'old\''
Working,Married,Fresh,Laborers,'\'new\''
'Commercial associate','Single / not married',Fresh,Laborers,'\'moderate\''
'Commercial associate',Married,Fresh,'Sales staff','\'new\''
Working,'Civil marriage',Fresh,Laborers,'\'new\''
Working,Married,Fresh,'Sales staff','\'moderate\''
Working,Married,Fresh,Laborers,'\'moderate\''
'Commercial associate','Civil marriage',Fresh,'IT staff','\'moderate\''
Working,Separated,Junior,'Core staff','\'old\''
Working,Married,Fresh,'Security staff','\'moderate\''
Working,Married,Junior,Managers,'\'moderate\''
'State servant','Civil marriage',Fresh,'High skill tech staff','\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,'Sales staff','\'new\''
Working,'Single / not married',Fresh,'Medicine staff','\'old\''
'State servant',Married,Senior,'Core staff','\'old\''
'Commercial associate',Married,Fresh,'Sales staff','\'moderate\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Married,Fresh,Laborers,'\'new\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,'Single / not married',Fresh,'Sales staff','\'old\''
'Commercial associate',Married,Fresh,'Cooking staff','\'old\''
Working,Married,Fresh,Drivers,'\'old\''
'Commercial associate',Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,Drivers,'\'old\''
Working,'Single / not married',Fresh,Drivers,'\'old\''
Working,Married,Fresh,'Cleaning staff','\'old\''
Working,Married,Junior,Laborers,'\'old\''
Working,Married,Fresh,'Sales staff','\'old\''
Working,Married,Fresh,'Sales staff','\'moderate\''
Working,Married,Fresh,Drivers,'\'old\''
'Commercial associate',Married,Fresh,'Sales staff','\'old\''
'State servant',Married,Fresh,'Core staff','\'old\''
'Commercial associate',Married,Fresh,'Medicine staff','\'moderate\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
'Commercial associate','Single / not married',Fresh,'Sales staff','\'moderate\''
Working,Married,Junior,Laborers,'\'new\''
Working,Married,Fresh,Laborers,'\'old\''
'Commercial associate',Separated,Fresh,'Sales staff','\'old\''
Working,Married,Fresh,'Medicine staff','\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,Laborers,'\'old\''
Working,'Single / not married',Fresh,'Core staff','\'new\''
Working,'Single / not married',Fresh,'Cooking staff','\'old\''
Working,'Civil marriage',Fresh,Laborers,'\'old\''
'Commercial associate',Married,Junior,Laborers,'\'old\''
Working,Separated,Fresh,Laborers,'\'moderate\''
'Commercial associate',Married,Fresh,'Core staff','\'moderate\''
Working,Married,Fresh,'Core staff','\'new\''
Working,Married,Fresh,Laborers,'\'new\''
'State servant',Married,Fresh,'Low-skill Laborers','\'old\''
Working,Married,Fresh,'Sales staff','\'moderate\''
'State servant',Married,Fresh,'Core staff','\'new\''
Working,Married,Fresh,Managers,'\'moderate\''
Working,Married,Junior,Laborers,'\'old\''
Working,'Civil marriage',Fresh,'Sales staff','\'new\''
'State servant','Civil marriage',Fresh,'Core staff','\'new\''
Working,Married,Fresh,Managers,'\'moderate\''
'Commercial associate',Married,Fresh,'Sales staff','\'old\''
'Commercial associate',Married,Fresh,'Sales staff','\'old\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Married,Fresh,'Sales staff','\'new\''
Working,Married,Fresh,Laborers,'\'moderate\''
'State servant',Married,Fresh,'Core staff','\'old\''
Working,Married,Fresh,Managers,'\'old\''
Working,Married,Fresh,Laborers,'\'new\''
Working,Married,Fresh,Laborers,'\'moderate\''
'Commercial associate',Married,Fresh,'Medicine staff','\'old\''
'Commercial associate',Married,Fresh,Laborers,'\'new\''
Working,Married,Fresh,Laborers,'\'old\''
Working,'Civil marriage',Fresh,Managers,'\'moderate\''
Working,'Single / not married',Fresh,'Core staff','\'old\''
'State servant',Married,Junior,'High skill tech staff','\'new\''
Working,Married,Fresh,'Core staff','\'new\''
Working,Married,Fresh,Drivers,'\'new\''
Working,Married,Junior,Accountants,'\'moderate\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
'State servant','Single / not married',Fresh,Managers,'\'new\''
Working,Married,Fresh,Managers,'\'old\''
Working,Married,Fresh,'Core staff','\'new\''
'Commercial associate',Separated,Fresh,Laborers,'\'old\''
Working,Married,Fresh,Laborers,'\'new\''
'Commercial associate',Married,Fresh,Laborers,'\'old\''
'Commercial associate',Married,Fresh,'Core staff','\'new\''
Working,'Civil marriage',Fresh,'Cooking staff','\'new\''
Working,Married,Fresh,Laborers,'\'old\''
Working,'Single / not married',Fresh,Laborers,'\'moderate\''
Working,'Single / not married',Fresh,Drivers,'\'old\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Married,Fresh,'Core staff','\'old\''
Working,Separated,Fresh,Managers,'\'moderate\''
'Commercial associate',Married,Fresh,'High skill tech staff','\'moderate\''
'Commercial associate',Married,Junior,'High skill tech staff','\'new\''
'Commercial associate','Single / not married',Fresh,Accountants,'\'moderate\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,'Security staff','\'old\''
Working,Married,Junior,Managers,'\'moderate\''
'Commercial associate',Married,Fresh,Laborers,'\'moderate\''
'Commercial associate',Married,Fresh,'Sales staff','\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Separated,Fresh,'Sales staff','\'moderate\''
'Commercial associate','Single / not married',Fresh,Drivers,'\'old\''
Working,Married,Fresh,Drivers,'\'new\''
Working,Married,Fresh,Laborers,'\'new\''
Working,Married,Fresh,'Sales staff','\'moderate\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,'Sales staff','\'new\''
'Commercial associate',Married,Fresh,'High skill tech staff','\'old\''
Working,Married,Fresh,Laborers,'\'moderate\''
Working,Married,Junior,Laborers,'\'moderate\''
'State servant',Married,Fresh,'Core staff','\'new\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Married,Fresh,'Sales staff','\'old\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
Working,Married,Fresh,Drivers,'\'new\''
'Commercial associate','Civil marriage',Fresh,Laborers,'\'old\''
'State servant',Married,Junior,'Core staff','\'moderate\''
Working,Separated,Junior,Laborers,'\'moderate\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Married,Junior,Accountants,'\'old\''
Working,Separated,Fresh,'HR staff','\'moderate\''
Working,Married,Fresh,Laborers,'\'moderate\''
'State servant',Married,Fresh,Laborers,'\'new\''
Working,Separated,Fresh,Managers,'\'new\''
Working,Married,Junior,Laborers,'\'old\''
'Commercial associate','Single / not married',Senior,'Core staff','\'old\''
'Commercial associate','Single / not married',Fresh,Laborers,'\'new\''
'Commercial associate',Married,Fresh,Accountants,'\'old\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
Working,Widow,Fresh,'Cooking staff','\'old\''
Working,'Civil marriage',Fresh,Laborers,'\'moderate\''
Working,Married,Fresh,Laborers,'\'new\''
'State servant',Married,Fresh,'High skill tech staff','\'old\''
Working,'Single / not married',Fresh,Laborers,'\'new\''
'State servant',Married,Fresh,'Private service staff','\'old\''
'Commercial associate',Married,Junior,'Sales staff','\'old\''
Working,'Civil marriage',Fresh,Laborers,'\'new\''
'Commercial associate',Married,Fresh,Managers,'\'moderate\''
Working,Married,Fresh,'Cooking staff','\'new\''
'Commercial associate',Separated,Fresh,Laborers,'\'old\''
Working,Separated,Senior,Laborers,'\'old\''
'State servant',Separated,Senior,'Core staff','\'new\''
Working,Married,Fresh,'Sales staff','\'old\''
'Commercial associate',Married,Junior,Laborers,'\'moderate\''
'State servant',Married,Fresh,Laborers,'\'old\''
'Commercial associate',Married,Fresh,'Core staff','\'old\''
'Commercial associate',Separated,Fresh,Laborers,'\'old\''
Working,'Civil marriage',Junior,Laborers,'\'old\''
'Commercial associate','Civil marriage',Fresh,Laborers,'\'old\''
Working,Married,Fresh,Accountants,'\'old\''
Working,Married,Fresh,Laborers,'\'new\''
'Commercial associate',Married,Fresh,Laborers,'\'moderate\''
'Commercial associate',Separated,Fresh,'Cleaning staff','\'moderate\''
Working,'Single / not married',Fresh,Laborers,'\'old\''
Working,Married,Fresh,'Sales staff','\'new\''
Working,Married,Fresh,Laborers,'\'old\''
Working,'Single / not married',Senior,'Private service staff','\'old\''
Working,Married,Fresh,'Sales staff','\'moderate\''
Working,Married,Junior,'Core staff','\'old\''
Working,Married,Fresh,Laborers,'\'old\''
Working,Married,Fresh,Laborers,'\'old\''
'Commercial associate',Married,Fresh,Laborers,'\'old\''
'State servant',Married,Senior,Managers,'\'moderate\''
'Commercial associate','Single / not married',Fresh,'Core staff','\'moderate\''
'Commercial associate','Single / not married',Fresh,Laborers,'\'old\''
Working,Separated,Fresh,Laborers,'\'moderate\''
'Commercial associate',Married,Junior,'Medicine staff','\'moderate\''
